,movie,actor,type,role
3017,T:Breakfast at Tiffany's,Beverly Hills,\Und,R:party girl
3018,T:Breakfast at Tiffany's,Donna Reed,\Und,"RZ:pushy socialite, marries Rusty ""Mary Wildwood"""
3019,T:Breakfast at Tiffany's,s a,\Und,"R:presumed rich guy ""Rusty Lawler"""
3020,T:Days of Wine and Roses,Jack Lemmon,\Und,"R:PR man, alcoholic, recovers"
3021,T:Days of Wine and Roses,Lee Remick,\Und,R:becomes alcoholic
3022,T:Days of Wine and Roses,Charles Bickford,\Und,RU:
3023,T:Days of Wine and Roses,Jack Klugman,\Und,RU:
3024,T:Days of Wine and Roses,Alan hewitt,\Und,RU:
3025,T:Days of Wine and Roses,Debbie Mcgowan,\Und,RU:
3026,T:Days of Wine and Roses,Jack Albertson,\Und,RU:
3027,T:Experiment in Terror,Glenn Ford,\Und,RU:
3028,T:Experiment in Terror,Lee Remick,\Und,R:bank teller
3029,T:Experiment in Terror,s a,\Und,R:bank teller's sister
3030,T:Experiment in Terror,Ross Martin,\Und,"RZ:asthmatic stranger, threatens"
3031,T:The Pink Panther,David Niven,\Vil,R:jewel thief
3032,T:The Pink Panther,Peter Sellers,\Her,"R:incompetent inspector ""Clouseau"""
3033,T:The Pink Panther,Capucine,\Und,"R:inspector's wooden wife ""Nina"""
3034,T:The Pink Panther,Claudia Cardinale,\Und,RU:
3035,T:The Pink Panther,Robert Wagner,\Und,RU:
3036,T:The Pink Panther,Brenda deBanzie,\Und,RU:
3037,T:The Pink Panther,Colin Gordin,\Und,RU:
3038,T:A Shot in the Dark,Peter Sellers,\Und,"R:inspector ""Clouseau"""
3039,T:A Shot in the Dark,Elke Sommer,\Und,RU:
3040,T:A Shot in the Dark,George Sanders,\Und,RU:
3041,T:The Party,Peter Sellers,\Und,R:bungling Indian actor
3042,T:The Party,Claudine Longet,\Und,R:starlet
3043,T:The Party,Marge Champion,\Und,RU:
3044,T:The Party,Steve Franken,\Und,RU:
3045,T:The Party,Buddy Lester,\Und,RU:
3046,TZ:Tamarind Seed,Julie Andrews,\Und,RU:
3047,TZ:Tamarind Seed,Omar Sharif,\Und,RU:
3048,T:The Return of the Pink Panther,Peter Sellers,\Und,R:bumbling inspector
3049,TZ:Return of the Pink Panther,Christopher Plummer,\Und,RU:
3050,TZ:Return of the Pink Panther,Catherine Schell,\Und,"R:crook's collaborator ""Claudine"""
3051,T:The Return of the Pink Panther,Herbert Lom,\Und,"R:vengeful inspector ""Clouseau"""
3052,T:The Return of the Pink Panther,Colin Blakely,\Und,RU:
3053,T:The Return of the Pink Panther,Leonard Rossiter,\Und,RU:
3054,T:The Return of the Pink Panther,Lesley-Ann Down,\Und,RU:
3055,T:The Return of the Pink Panther,Burt Kwouk,\Und,R:servant
3056,T:The Pink Panther Strikes Again,Peter Sellers,\Und,"R:inspector ""Clouseau"""
3057,T:The Pink Panther Strikes Again,Burt Kwouk,\Und,R:servant
3058,T:The Pink Panther Strikes Again,Lesley-Ann Down,\Und,RU:
3059,T:The Pink Panther Strikes Again,Colin Blakely,\Und,RU:
3060,T:The Pink Panther Strikes Again,Dick Crockett,\Und,R:President Ford
3061,T:The Pink Panther Strikes Again,Byron Kane,\Und,R:Secretary Kissinger
3062,T:The Pink Panther Strikes Again,Herbert Lom,\Und,"R:frustrated inspector ""Dreyfuss"""
3063,T:Revenge of the Pink Panther,Peter Sellers,\Agt,"R:inspector ""Clouseau"""
3064,T:Revenge of the Pink Panther,Herbert Lom,\Und,"R:frustrated inspector ""Dreyfuss"""
3065,TZ:Revenge of the Pink Panther,Robert Webber,\Und,RU:
3066,TZ:Revenge of the Pink Panther,Dyan Cannon,\Und,RU:
3067,T:10,Bo Derek,\Und,R:seductress
3068,T:10,Dudley Moore,\Und,R:bewildered composer
3069,T:10,Julie Andrews,\Und,R:wife/fiancee
3070,T:10,Robert Webber,\Und,R:boyfriend
3071,T:10,Dee Wallace,\Und,RU:
3072,T:10,Sam Jones,\Und,RU:
3073,TZ:S.O.B.,Julie Andrews,\Und,R:nude
3074,TZ:S.O.B.,William Holden,\Und,RU:
3075,T:Victor/Victoria,Julie Andrews,\Und,"R:hungry opera singer, impersonates female impersonator"
3076,T:Victor/Victoria,Robert Preston,\Und,"R:aging gay impresario ""Toddy"""
3077,T:Victor/Victoria,James Garner,\Und,R:enamored gangster
3078,T:Victor/Victoria,Lesley Ann Warren,\Und,R:floozy
3079,T:Victor/Victoria,Alex Karras,\Und,R:bodyguard
3080,T:Victor/Victoria,John RhysDavies,\Und,R:nightclub owner
3081,T:Victor/Victoria,Graham Stark,\Und,R:maitre di
3082,T:Victor/Victoria,Peter Arne,\Und,RU:
3083,T:Victor/Victoria,Sherloque Tanny,\Und,R:investigator
3084,T:Victor/Victoria,Michael Robbins,\Und,R:nasty hotel keeper
3085,T:Victor/Victoria,David Gant,\Und,R:theater agent
3086,T:Victor/Victoria,Norman Chancer,\Und,R:mob strongman
3087,T:Victor/Victoria,Maria Charles,\Und,R:performer
3088,T:Victor/Victoria,Malcolm Jamieson,\Und,RU:
3089,T:Victor/Victoria,John Cassidy,\Und,"R:impersonator ""Julie"""
3090,T:Victor/Victoria,Joanna Dickens,\Und,"R:fat lady, upset by cockroach"
3091,T:Victor/Victoria,George Silver,\Und,R:fat man eating an eclair
3092,T:Trail of the Pink Panther,Peter Sellers,\Und,"R:clumsy inspector, missing at sea ""Clouseau"""
3093,T:Trail of the Pink Panther,Joanna Lumley,\Und,RU:
3094,T:Trail of the Pink Panther,Herbert Lom,\Und,"R:television interviewer, narrator"
3095,T:Trail of the Pink Panther,David Niven,\Und,RU:
3096,T:Trail of the Pink Panther,Richard Mulligan,\Und,RU:
3097,T:Trail of the Pink Panther,Capucine,\Und,RU:
3098,T:Trail of the Pink Panther,Robert Loggia,\Und,RU:
3099,T:Trail of the Pink Panther,Harvey Korman,\Und,RU:
3100,T:Trail of the Pink Panther,Burt Kwouk,\Und,R:assistant
3101,T:Trail of the Pink Panther,Graham Stark,\Und,RU:
3102,T:Trail of the Pink Panther,Leonard Rossiter,\Und,RU:
3103,T:cyTrail of the Pink Panther,Peter Arne,\Und,RU:
3104,T:Trail of the Pink Panther,Ronald Fraser,\Und,RU:
3105,T:Curse of the Pink Panther,Peter Sellers,\Und,"R:clumsy inspector ""Closeau"""
3106,T:Curse of the Pink Panther,Herbert Lom,\Und,"R:frustrated inspector ""Dreyfuss"""
3107,T:Curse of the Pink Panther,Ted Wass,\Und,"R:disappeared inspector ""Clouseau"""
3108,T:Curse of the Pink Panther,David Niven,\Und,RU:
3109,T:Curse of the Pink Panther,Capucine,\Und,RU:
3110,T:Curse of the Pink Panther,Robert Wagner,\Und,RU:
3111,T:Curse of the Pink Panther,Leslie Ash,\Und,RU:
3112,T:Curse of the Pink Panther,Harvey Korman,\Und,RU:
3113,T:Curse of the Pink Panther,Joanna Lumley,\Und,RU:
3114,T:The Man Who Loved Women,Burt Reynolds,\Und,RU:
3115,T:The Man Who Loved Women,Julie Andrews,\Und,RU:
3116,T:The Man Who Loved Women,Kim Basinger,\Und,RU:
3117,T:The Man Who Loved Women,Marilu Henner,\Und,RU:
3118,T:The Man Who Loved Women,Cynthia Sikes,\Und,RU:
3119,T:The Man Who Loved Women,Jennifer Edwards,\Und,RU:
3120,T:Skin Deep,John Ritter,\Und,"R:failing playwright, womanizer"
3121,T:Skin Deep,Vincent Gardenia,\Und,R:bartender
3122,T:SKin Deep,Alyson Reed,\Und,"RZ:ex-wife ""Alex"""
3123,T:Skin Deep,Joel Brooks,\Und,"R:stepson ""Jake"""
3124,T:Skin Deep,Julianne Phillips,\Und,"R:lover, burns house down ""Molly"""
3125,T:Skin Deep,Diana Barton,\Und,"R:realtor, lover ""Helena Walker"""
3126,T:Skin Deep,Peter Donat,\Und,"R:Amy's rockstar boyfriend ""Sparky"""
3127,T:Skin Deep,Don Gordon,\Und,"RZ:agent, gay ""Curt"""
3128,T:Skin Deep,Nina Foch,\Und,"R:Alex' mother, hates playwright"
3129,T:Skin Deep,Michael Kidd,\Und,R:psychiatrist
3130,T:Skin Deep,Ded Dee Rescher,\Und,"RZ:body builder, lover ""Bernice"""
3131,T:Skin Deep,Denise Crossby,\Und,"RN:""Angie"""
3132,T:Skin Deep,Judy Toll,\Und,"RZ:hairdresser, lover"
3133,T:Skin Deep,Brenda Swanon,\Und,"RN:""Emily"""
3134,T:Skin Deep,Bryan Genesee,\Und,"RN:""Rick"""
3135,T:Skin Deep,Bo Foxworth,\Und,"RN:""Greg"""
3136,T:Skin Deep,Raye Hollitt,\Und,"RN:""Lonnie"""
3137,T:Skin Deep,Jean-Marie McKerr,\Und,"RN:""Rebecca"""
3138,T:Switch,Ellen Barkin,\Und,"R:womanizer, dies, returns as a woman"
3139,T:Switch,Jimmy Smits,\Und,"R:friend, lover"
3140,T:Switch,Tony Roberts,\Und,RU:
3141,T:Switch,JoBeth Williams,\Und,R:shoots womanizer
3142,T:Switch,Lorraine Bracco,\Und,R:lesbian cosmetics magnate
3143,T:Holy Mischief,Christopher Reeves,\Und,"R:priest, hears muderer's confession"
3144,T:Holy Mischief,s a,\Psy,"R:ex-seminarian , murderer"
3145,T:Holy Mischief,s a,\Und,R:older priest
3146,T:Holy Mischief,Roxanne Bross,\Und,"RS:parishoner, threatened ""Cruz"""
3147,T:Holy Mischief,Brockford,\Und,RS
3148,T:Holy Mischief,Ben Mag,\Und,RU:
3149,T:Son of the Pink Panther,Matt Freeman,\Voi,"R:inspector ""Clouseau"""
3150,T:Son of the Pink Panther,Roberto Benigngi,\Und,R:inspector's son
3151,T:Less Than Zero,Bret Estes Ellis,\Und,RU:
3152,T:Less Than Zero,Robert Downey~jr,\Und,R:bisexual
3153,TZ:Less Than Zero,Molly Ringwald,\Und,RU:
3154,TZ:Mahogany,Diana Ross,\Und,R:fashion model and designer
3155,TZ:Mahogany,Billy Dee Williams,\Und,RU:
3156,TZ:Mahogany,Jean Pierre Aumont,\Und,RU:
3157,T:The Scoundrel,Noel Coward,\Und,RU:
3158,T:The Scoundrel,Alexander Wolcott,\Und,RU:
3159,T:The Scoundrel,Julie Haydon,\Und,RU:
3160,T:The Scoundrel,Stanley Ridges,\Und,RU:
3161,T:The Scoundrel,Helen Hayes,\Cam,R:cameo
3162,T:The Scoundrel,Edna Ferber,\Cam,R:cameo
3163,T:Angels over Broadway,John Qualen,\Und,"R:poor clerk, desperate, gambles"
3164,T:Angels over Broadway,Thomas Mitchell,\Und,R:drunken playwright
3165,T:Angels over Broadway,Rita Hayworth,\Und,R:young lover
3166,T:Angels over Broadway,Douglas Fairbanks~jr,\Und,R:young lover
3167,"T:Batman, Mask of The Phantasm",Kevin Conroy,\Und,RU:
3168,"T:Batman, Mask of The Phantasm",Mark Hamill,\Und,RU:
3169,"T:Batman, Mask of The Phantasm",Dana Delany,\Und,RU:
3170,"T:Batman, Mask of The Phantasm",Hart Bochner,\Und,RU:
3171,"T:Batman, Mask of The Phantasm",Abe Vogoda,\Und,RU:
3172,T:Candyman,Virginia Madsen,\Und,R:intrepid blonde student
3173,T:Candyman,Tony Todd,\Und,R:black inner-city bogeyman
3174,T:Candyman,Kasi Lemmons,\Und,R:black fellow student
3175,T:Immortal Beloved,Gary Oldman,\Und,"R:egocentric composer ""Ludwig van Beethoven"""
3176,T:Immortal Beloved,Jeroen Krabbe,\Und,"R:Beethoven's secretary ""Anton Schindler"""
3177,T:Immortal Beloved,Valeria Golino,\Und,"R:loves, spies on Beethoven, loses him"
3178,T:Immortal Beloved,Isabella Rosselini,\Und,"R:Hungarian countess, loves, supports Beethoven"
3179,T:Immortal Beloved,Johanne Ter Steege,\Und,"R:sister in law, love, mother of child"
3180,T:Immortal Beloved,s a,\Und,"R:Beethoven's nephew, son, failure as pianist ""Karl"""
3181,T:Immortal Beloved,s a,\Und,"R:brother, demeaned"
3182,T:Immortal Beloved,Mary Margolis,\Und,RSU:
3183,T:Immortal Beloved,Barry Tavenier,\Und,RSU:
3184,T:Immortal Beloved,s a,\Und,"R:Beethoven's father, tyrant"
3185,T:Immortal Beloved,s a,\Und,"R:girl's worried father, instigates spying"
3186,T:Immortal Beloved,Marius Hofschneifer,\Und,RU:
3187,T:Immortal Beloved,Maria Eden Rose,\Und,RS:countess' daughter
3188,T:The Visit,Ingrid Bergman,\Und,R:vengeful millionairess
3189,T:The Visit,Anthony Quinn,\Und,RZ:former lover
3190,T:The Visit,Paolo Stoppa,\Und,RU:
3191,T:The Visit,HansChristian Blech,\Und,RU:
3192,T:The Visit,Valentina Cortesa,\Und,RU:
3193,T:The Visit,Eduardo Cianelli,\Und,RU:
3194,"T:The Saboteur, Code Name Morituri",Yul Brynner,\Und,"R:pretend pacifist, German agent"
3195,"T:The Saboteur, Code Name Morituri",Marlon Brando,\Und,RU:
3196,"T:The Saboteur, Code Name Morituri",Trevor Howard,\Und,RU:
3197,"T:The Saboteur, Code Name Morituri",Janet Margolin,\Und,RU:
3198,T:Sweet Charity,Shirley MacLaine,\Und,R:gullible taxi dancer
3199,T:Sweet Charity,Ricardo Montalban,\Und,RU:
3200,T:Sweet Charity,John McMartin,\Und,RU:
3201,T:Sweet Charity,Chita Rivera,\Und,RU:
3202,T:Sweet Charity,Paula Kelly,\Und,RU:
3203,T:Sweet Charity,Stubby Kaye,\Und,RU:
3204,T:Sweet Charity,Sammy Davis~jr.,\Und,R:dancer
3205,T:Sweet Charity,Stubby Kaye,\Und,RU:
3206,T:Sweet Charity,John McMartin,\Und,RU:
3207,T:Cabaret,Liza Minnelli,\Und,"R:amoral nightclub dancer ""Sally Bowles"""
3208,T:Cabaret,Michael York,\Inn,R:bisexual English student
3209,T:Cabaret,Helmut Griem,\Vil,R:bisexual German Playboy
3210,T:Cabaret,Joel Grey,\Rul,R:master of ceremonies
3211,T:Cabaret,Fritz Wepper,\Sus,"R:gigolo, recognizes being Jewish"
3212,T:Cabaret,Marisa Berenson,\Inn,R:rich Jewish daughter
3213,T:Cabaret,Elisabeth NeumannViertel,\Und,R:landlady
3214,T:Cabaret,Helen Vita,\Und,"RN:""Fraulein Kost"""
3215,T:Cabaret,Sigrid vonRichthoven,\Und,"RN:""Fraulein"""
3216,T:Cabaret,Rolf Walter,\Und,"R:nazi symphatizer ""Herr Ludwig"""
3217,T:Cabaret,Gerd Vespermann,\Und,"RZ:nightclub owner, beaten up ""Bobby"""
3218,T:Cabaret,Georg Hartmann,\Und,"RZ:young nazi ""Willi"""
3219,T:Cabaret,Estrongo Nachams,\Und,R:cantor
3220,T:Cabaret,Louise Quick,\Und,R:kit-kat dancer
3221,TZ:Cabaret,Bert Convy,\Und,RU:
3222,T:Lenny,Dustin Hoffman,\Und,"R:obscene comedian ""Lenny Bruce"""
3223,T:Lenny,Valerie Perrine,\Und,"R:strips ""Honey"""
3224,T:Lenny,Gary Morton,\Und,RU:
3225,T:Lenny,Jan Miner,\Und,RU:
3226,T:Lenny,Stanley Beck,\Und,RU:
3227,T:All That Jazz,Roy Scheider,\Und,"R:dissolute musical director, dies"
3228,T:All That Jazz,Jessica Lange,\Und,RU:
3229,T:All That Jazz,Ann Reinking,\Und,RU:
3230,T:All That Jazz,Leland Palmer,\Und,RU:
3231,T:All That Jazz,Ben Vereen,\Und,RU:
3232,T:All That Jazz,Cliff Gorman,\Und,RU:
3233,T:Star 80,Mariel Hemingway,\Vic,"R:playboy model, murdered ""Dorothy Stratten"""
3234,T:Star 80,Eric Roberts,\Vil,"R:jealous husband, murderer ""Paul Snider"""
3235,T:Star 80,Cliff Robertson,\Und,"R:playboy promter ""Hugh Heffner"""
3236,T:Star 80,Carroll Baker,\Und,RU:
3237,T:Star 80,Roger Rees,\Und,RU:
3238,T:Star 80,David Clennon,\Und,RU:
3239,T:Whistle Down the Wind,Alan Bates,\Und,"R:murderer on the run, children's Christ"
3240,T:Whistle Down the Wind,Bernard Lee,\Und,RU:
3241,T:Whistle Down the Wind,Norman Bird,\Und,RU:
3242,T:Whistle Down the Wind,Hayley Mills,\Und,"R:child, believes in Christ"
3243,T:Whistle Down the Wind,Elsie Wagstaff,\Und,RU:
3244,T:Whistle Down the Wind,Alan Barnes,\Und,"R:cynical kid, eats eggs"
3245,TZ:Seance on a Wet Afternoon,Kim Stanley,\Und,RU:
3246,TZ:Seance on a Wet Afternoon,Richard Attenborough,\Und,RU:
3247,TZ:King Rat,Tom Courtenay,\Und,RU:
3248,TZ:King Rat,James Fox,\Und,RU:
3249,TZ:King Rat,Denholm Elliott,\Und,RU:
3250,TZ:King Rat,Todd Armstrong,\Und,RU:
3251,TZ:King Rat,Patrick ONeal,\Und,RU:
3252,TZ:King Rat,James Donald,\Und,RU:
3253,TZ:King Rat,John Mills,\Und,RU:
3254,T:King Rat,George Segal,\Und,RU:
3255,T:The Stepford Wives,Katharine Ross,\Und,R:new houswife
3256,T:The Stepford Wives,Katharine Ross,\Und,R:robot wife
3257,T:The Stepford Wives,Paula Prentiss,\Und,R:robot wife
3258,T:The Stepford Wives,Nanette Newman,\Und,R:robot wife
3259,T:The Stepford Wives,Peter Masterson,\Und,R:husband
3260,T:The Stepford Wives,Mary Stuart Masterson,\Und,R:young step-daughter
3261,T:The Stepford Wives,Patrick ONeal,\Und,RZ:husband
3262,T:The Stepford Wives,Tina Louise,\Und,R:robot wife
3263,T:The Stepford Wives,William Prince,\Und,R:husband
3264,T:The Slipper and The Rose,Richard Chamberlain,\Und,R:prince
3265,T:The Slipper and The Rose,Gemma Craven,\Und,"R:poor girl ""Cinderella"""
3266,T:The Slipper and The Rose,Kenneth Moore,\Und,RU:
3267,T:The Slipper and The Rose,Michael Hodern,\Und,RU:
3268,T:The Slipper and The Rose,Edith Evans,\Und,RU:
3269,T:The Slipper and The Rose,Annette Crosbie,\Und,RU:
3270,T:The Slipper and The Rose,Margaret Lockwood,\Cam,RU:
3271,T:The Slipper and The Rose,Christopher Gable,\Und,RU:
3272,T:The Slipper and The Rose,Julian Orchard,\Und,RU:
3273,T:The Slipper and The Rose,Lally Bowers,\Und,RU:
3274,T:The Slipper and The Rose,John Turner,\Und,RU:
3275,TZ:International Velvet,Tatum ONeal,\Und,RU:
3276,TZ:International Velvet,Anthony Hopkins,\Und,RU:
3277,T:The Myth of Fingerprints,Julianne Moore,\Und,RU:
3278,T:The Myth of Fingerprints,Roy Scheider,\Und,R:father
3279,T:The Myth of Fingerprints,Blythe Danner,\Und,R:mother
3280,T:The Myth of Fingerprints,Michael Vartan,\Und,R:estranged son
3281,T:The Myth of Fingerprints,Noah Wyle,\Und,RU:
3282,T:The Myth of Fingerprints,Laurel Holloman,\Und,RU:
3283,TZ:Kelly's Heroes,Clint Eastwood,\Und,RU:
3284,TZ:Kelly's Heroes,Telly Savalas,\Und,"R:german commander, abducted"
3285,TZ:Kelly's Heroes,Donald Sutherland,\Und,RU:
3286,TZ:Kelly's Heroes,Don Rickles,\Und,RU:
3287,TZ:Kelly's Heroes,Carroll OConnor,\Und,RU:
3288,TZ:First Deadly Sin,Frank Sinatra,\Und,R:police
3289,TZ:First Deadly Sin,Faye Dunaway,\Und,"R:wife, dying"
3290,TZ:First Deadly Sin,David Dukes,\Psy,R:homicidal
3291,TZ:First Deadly Sin,Brenda Vaccaro,\Und,RU:
3292,TZ:First Deadly Sin,Martin Gabel,\Und,RU:
3293,TZ:First Deadly Sin,James Whitmore,\Und,RU:
3294,T:High Road to China,Tom Selleck,\Und,R:drunken pilot
3295,T:High Road to China,Bess Armstrong,\Und,"R:heiress, searching for father"
3296,T:High Road to China,Jack Weston,\Und,RU:
3297,T:High Road to China,Robert Morley,\Und,R:father
3298,T:High Road to China,Brian Blessed,\Und,RU:
3299,T:Profit-Sharing Plan,Henry Jones,\Und,R:retires
3300,T:Profit-Sharing Plan,Ruth Storey,\Und,"R:unhappy wife, sabotages flight"
3301,T:Ten O'clock Tiger,Frankie Darro,\Und,R:weird druge purveyor
3302,T:Ten O'clock Tiger,Robert Keith,\Und,"R:boxing manager, killed"
3303,T:Ten O'clock Tiger,Karl Lukas,\Und,"R:washed-up boxer, drugged"
3304,T:Ten O'clock Tiger,Syl Lamont,\Und,R:attendant
3305,T:Ten O'clock Tiger,And Romano,\Und,R:cop
3306,T:Ten O'clock Tiger,Charles E. Perry,\Und,R:handler
3307,T:Ten O'clock Tiger,Chuck Hicks,\Und,"RN:""Gipsy Joe"""
3308,T:Ten O'clock Tiger,Bruce Dushman,\Und,"R:boxer ""Buster"""
3309,T:The Matched Pearl,Emile Genest,\Und,R:jewelry store owner
3310,T:The Matched Pearl,John Ireland,\Und,"R:captain, consigns pearl"
3311,T:The Matched Pearl,Ernest Truex,\Und,"R:accomplice, pretend buyer"
3312,T:The Matched Pearl,Sharan Farrell,\Und,R:pretend spoiled young wife
3313,T:The Matched Pearl,Michael King,\Und,R:jeweler's assistant
3314,T:The Matched Pearl,Charlotte Knight,\Und,R:cleaning woman
3315,T:A Piece of the Action,Gig Young,\Und,"R:gambler, dies helping brother"
3316,T:A Piece of the Action,s a,\Und,R:frustrated wife
3317,T:A Piece of the Action,Robert Redford,\Und,"R:brother, wants to gamble"
3318,T:Ride the Nightmare,Hugh O'Brien,\Und,R:crook gone straight
3319,T:Ride the Nightmare,Gena Rowlands,\Und,R:innocent wife
3320,T:Hangover,Tony Randall,\Und,"R:alcoholic ad exec, sinks low"
3321,T:Hangover,s a,\Und,"R:frustrated wife, strangled"
3322,T:Hangover,Jayne Mansfield,\Und,R:pickup
3323,T:An out for Oscar,Larry Storch,\Und,"R:timid clerk, shoots hit amn, promoted ""Oscar"""
3324,T:An out for Oscar,Linda Christian,\Und,R:unfaithful wife
3325,T:An out for Oscar,Henry Silva,\Und,"R:wife's lover, hit man"
3326,T:Run for Doom,John gavin,\Und,"R:doctor, marries singer"
3327,T:Run for Doom,Diana Dors,\Und,"R:nightclub singer, strangled twice"
3328,T:Run for Doom,s a,\Und,R:bandleader lover
3329,T:Blood Bargain,Richard Kiley,\Und,"R:hit man, to kill bookie"
3330,T:Blood Bargain,Ricard long,\Und,R:bookie
3331,T:Blood Bargain,Anne Francis,\Und,"R:bookie's invalid wife, shoots husband and sets up hitman"
3332,T:The Dividing Wall,Chris Robinson,\Und,R:ex-con
3333,T:The Dividing Wall,James Gregory,\Und,R:ex-con
3334,T:The Dividing Wall,Norman Fell,\Und,R:ex-con
3335,T:Water's Edge,John Cassavetes,\Und,"R:con man, deceives both, bound with rats"
3336,T:Water's Edge,Ann Sothern,\Und,"R:cellmate's wife, deceives husband, impaled"
3337,TZ:Wilma,Cicely Tyson,\Und,RU:
3338,TZ:Wilma,Shirley Jo Finney,\Und,RU:
3339,TZ:Wilma,Joe Seneca,\Und,RU:
3340,TZ:Wilma,Jason Bernhard,\Und,RU:
3341,T:Ganja and Hess,Duane Jones,\Und,"R:black professor, becomes vengeful vampire"
3342,T:Ganja and Hess,Marlene Clark,\Und,"R:ex-student, doomed bride"
3343,T:Ganja and Hess,Bill Gunn,\Vic,R:unlikely victim
3344,T:Ganja and Hess,Sam Waymon,\Und,RU:
3345,T:Tom and Viv,Willem Dafoe,\Und,"R:nasty young poet ""T.S.~Elliot"""
3346,T:Tom and Viv,Miranda Richardson,\Und,"R:vivacious, distressed first wife ""Vivienne Haigh-Wood"""
3347,T:Tom and Viv,s a,\Und,"R:brother-in-law ""Maurice"""
3348,T:Tom and Viv,Rosemary Harris,\Und,"R:mother-in-law ""Rose"""
3349,T:Wilde,Stephen Fry,\Und,"R:gay author ""Oscar Wilde"""
3350,T:Wilde,Vanessa Redgrave,\Und,RU:
3351,T:Wilde,Jude Law,\Und,"R:lord, lover ""Alfred Douglas"""
3352,T:Wilde,Jennifer Ehle,\Und,RU:
3353,T:Wilde,Tom Wilkinson,\Und,RU:
3354,T:East Lynne,Theda Bara,\Und,RU:
3355,T:The East Side Kids,Leon Ames,\Und,RU:
3356,T:The East Side Kids,Dave OBrien,\Und,RU:
3357,TThe East Side Kids,Joyce Bryant,\Und,RU:
3358,T:The East Side Kids,Hal E. Chester,\Und,R:street kid
3359,T:Raggedy Rawney,Bob Hoskins,\Und,R:Gypsy leader
3360,T:Raggedy Rawney,Dexter Fletcher,\Und,RU:
3361,T:Raggedy Rawney,Zoe Nathanson,\Und,RZ:half-mad farmchild
3362,T:Raggedy Rawney,Iam McNiece,\Und,RU:
3363,T:Forces of Nature,Sandra Bullock,\Und,"R:flaky divorcee ""Sarah"""
3364,T:Forces of Nature,Ben Affleck,\Und,"R:square, saves Sarah, becomes overwhelmed ""Ben"""
3365,T:Forces of Nature,Maura Tierney,\Und,"R:Ben's fiancee ""Bridget"""
3366,T:Forces of Nature,Steve Zahn,\Und,"R:Ben's friend, best man ""Alan"""
3367,T:Forces of Nature,Blythe Danner,\Und,R:Bridget's mother
3368,T:Forces of Nature,Ronny Cox,\Und,R:Bridget's father
3369,T:Forces of Nature,Dave Strickland,\Und,"R:Bridget's old flame ""Steve"""
3370,T:Forces of Nature,Meredith Scott Lynn,\Und,R:Bridget's maid of honor
3371,T:Pelle the Conqueror,Max vonSydow,\Und,"R:Swedish emigrant, sadistic wimp widower, farmer"
3372,T:Pelle the Conqueror,Pelle Hvenegaard,\Und,"R:son, escapes ""Pelle"""
3373,T:The Best Intentions,Samuel Froler,\Und,"R:theology student ""Henrik Bergman"""
3374,T:The Best Intentions,Pernilla Ostergren,\Und,"R:bourgeois princess, love ""Anna"""
3375,T:The Best Intentions,Max vonSydow,\Und,R:Anna's loving father
3376,T:The House of Spirits,Meryl Streep,\Und,"R:etheral grandmother ""Clara"""
3377,T:The House of Spirits,Glenn Close,\Und,RU:
3378,T:The House of Spirits,Vanessa Redgrave,\Und,RU:
3379,T:The House of Spirits,Jeremy Irons,\Und,R:grandfather
3380,T:The House of Spirits,Winona Ryder,\Und,R:tortured
3381,T:The House of Spirits,Antonio Banderas,\Und,"R:revolutionary, lover"
3382,T:The House of Spirits,Vincent Gallo,\Und,"R:vengeful half-brother, torturer"
3383,T:The House of Spirits,Armin MuellerStahl,\Und,RU:
3384,T:Smilla's Sense of Snow,Julia Ormond,\Sci,"R:suspicious Greenlander, glaciologist ""Smilla"""
3385,T:Smilla's Sense of Snow,Gabriel Byrne,\Und,RU:
3386,T:Smilla's Sense of Snow,Richard Harris,\Und,RZ:insensitive police agent
3387,T:Smilla's Sense of Snow,Vanessa Redgrave,\Und,RU:
3388,T:Smilla's Sense of Snow,Robert Loggia,\Und,R:murderer
3389,T:Jerusalem,Ulf Friberg,\Und,"R:young orphan, rejects farm inheritance, then woos Barbro to regain farm ""Ingmar"""
3390,T:Jerusalem,Marie Bonnevie,\Und,"R:childhood sweetheart, joins commune, departs for Palestine ""Gertrude"""
3391,T:Jerusalem,Pernilla Ostergren,\Und,"R:Ulf's older sister, keeps, sells farm ""Karin"""
3392,T:Jerusalem,Johan Rabaeus,\Und,"R:Karin's drunkard husband, steals, hides money, dies ""Eljas"""
3393,T:Jerusalem,Reine Brynolfsson,\Und,"R:Karin's second husband ""Tim"""
3394,T:Jerusalem,Max vonSydow,\Cam,"R:vicar, expects end of the world"
3395,T:Jerusalem,Sven-Bertil Taube,\Und,"R:itinerant preacher, converts farm to commune, leads commune to Palestine ""Hellum"""
3396,T:Jerusalem,Bjorn Granath,\Und,"R:Ingmar stepfather ""Storm"""
3397,T:Jerusalem,Lena Endre,\Und,"R:rich, receives farm ""Barbro"""
3398,T:Les Miserables,Liam Neeson,"\Her, \Sus","R:thief, escapee, leader ""Jean Valjean"""
3399,T:Les Miserables,Geoffrey Rush,\Und,"R:police prosecutor ""Javert"""
3400,T:Les Miserables,Uma Thurman,\Lov,"R:wife, dies ""Fantine"""
3401,T:Les Miserables,Claire Danes,\Und,"R:daughter ""Cosette"""
3402,TZ:Gregory's Girl,Gordon John Sinclair,\Und,R:footballer
